name,year,ODA (left-axis),ODA/GNI (right-axis),source
Ireland,2016,912.24,0.32,OECD DAC Creditor Reporting System (CRS)
Ireland,2017,928.19,0.32,OECD DAC Creditor Reporting System (CRS)
Ireland,2018,976.89,0.31,OECD DAC Creditor Reporting System (CRS)
Ireland,2019,1041.08,0.32,OECD DAC Creditor Reporting System (CRS)
Ireland,2020,1041.39,0.31,OECD DAC Creditor Reporting System (CRS)
Ireland,2021,1166.16,0.3,OECD DAC Creditor Reporting System (CRS)
Ireland,2022,2566.86,0.63,OECD DAC Creditor Reporting System (CRS)
Ireland,2023,2816.59,0.67,OECD DAC Creditor Reporting System (CRS)
Italy,2000,2477.37,0.13,OECD DAC Creditor Reporting System (CRS)
Italy,2001,2925.06,0.15,OECD DAC Creditor Reporting System (CRS)
Italy,2002,3858.04,0.2,OECD DAC Creditor Reporting System (CRS)
Italy,2003,3254.69,0.17,OECD DAC Creditor Reporting System (CRS)
Italy,2004,2916.72,0.15,OECD DAC Creditor Reporting System (CRS)
Italy,2005,5911.25,0.29,OECD DAC Creditor Reporting System (CRS)
Italy,2006,4099.3,0.2,OECD DAC Creditor Reporting System (CRS)
Italy,2007,3999.7,0.19,OECD DAC Creditor Reporting System (CRS)
Italy,2008,4537.95,0.22,OECD DAC Creditor Reporting System (CRS)
Italy,2009,3136.13,0.16,OECD DAC Creditor Reporting System (CRS)
Italy,2010,2983.07,0.15,OECD DAC Creditor Reporting System (CRS)
Italy,2011,4037.62,0.2,OECD DAC Creditor Reporting System (CRS)
Italy,2012,2721.43,0.14,OECD DAC Creditor Reporting System (CRS)
Italy,2013,3264.23,0.17,OECD DAC Creditor Reporting System (CRS)
Italy,2014,3783.32,0.19,OECD DAC Creditor Reporting System (CRS)
Italy,2015,4476.95,0.22,OECD DAC Creditor Reporting System (CRS)
Italy,2016,5642.87,0.27,OECD DAC Creditor Reporting System (CRS)
Italy,2017,6328.23,0.3,OECD DAC Creditor Reporting System (CRS)
Italy,2018,5298.03,0.25,OECD DAC Creditor Reporting System (CRS)
Italy,2019,4703.88,0.22,OECD DAC Creditor Reporting System (CRS)
Italy,2020,4380.87,0.22,OECD DAC Creditor Reporting System (CRS)
Italy,2021,5970.56,0.29,OECD DAC Creditor Reporting System (CRS)
Italy,2022,7120.83,0.33,OECD DAC Creditor Reporting System (CRS)
Italy,2023,6121.17,0.27,OECD DAC Creditor Reporting System (CRS)
Japan,2000,9860.94,0.28,OECD DAC Creditor Reporting System (CRS)
Japan,2001,8190.67,0.23,OECD DAC Creditor Reporting System (CRS)
Japan,2002,8069.02,0.23,OECD DAC Creditor Reporting System (CRS)
Japan,2003,7261.88,0.2,OECD DAC Creditor Reporting System (CRS)
Japan,2004,6883.23,0.19,OECD DAC Creditor Reporting System (CRS)
Japan,2005,10437.67,0.28,OECD DAC Creditor Reporting System (CRS)
Japan,2006,9443.44,0.25,OECD DAC Creditor Reporting System (CRS)
Japan,2007,6652.84,0.17,OECD DAC Creditor Reporting System (CRS)
Japan,2008,7357.89,0.19,OECD DAC Creditor Reporting System (CRS)
Japan,2009,6584.61,0.18,OECD DAC Creditor Reporting System (CRS)
Japan,2010,7365.49,0.2,OECD DAC Creditor Reporting System (CRS)
Japan,2011,6817.34,0.18,OECD DAC Creditor Reporting System (CRS)
Japan,2012,6579.63,0.17,OECD DAC Creditor Reporting System (CRS)
Japan,2013,8732.01,0.22,OECD DAC Creditor Reporting System (CRS)
Japan,2014,7701.1,0.2,OECD DAC Creditor Reporting System (CRS)
Japan,2015,8366.54,0.2,OECD DAC Creditor Reporting System (CRS)
Japan,2016,8479.96,0.2,OECD DAC Creditor Reporting System (CRS)
Japan,2017,9628.12,0.23,OECD DAC Creditor Reporting System (CRS)
Japan,2018,11712.04,0.28,OECD DAC Creditor Reporting System (CRS)
Japan,2019,12646.96,0.29,OECD DAC Creditor Reporting System (CRS)
Japan,2020,12795.64,0.31,OECD DAC Creditor Reporting System (CRS)
Japan,2021,14300.57,0.34,OECD DAC Creditor Reporting System (CRS)
Japan,2022,16943.55,0.39,OECD DAC Creditor Reporting System (CRS)
Japan,2023,19600.37,0.44,OECD DAC Creditor Reporting System (CRS)
Korea,2000,284.92,0.04,OECD DAC Creditor Reporting System (CRS)
Korea,2001,392.17,0.06,OECD DAC Creditor Reporting System (CRS)
Korea,2002,388.72,0.05,OECD DAC Creditor Reporting System (CRS)
Korea,2003,469.41,0.06,OECD DAC Creditor Reporting System (CRS)
Korea,2004,506.47,0.06,OECD DAC Creditor Reporting System (CRS)
Korea,2005,796.69,0.1,OECD DAC Creditor Reporting System (CRS)
Korea,2006,449.02,0.05,OECD DAC Creditor Reporting System (CRS)
Korea,2007,654.63,0.07,OECD DAC Creditor Reporting System (CRS)
Korea,2008,876.42,0.09,OECD DAC Creditor Reporting System (CRS)
Korea,2009,987.28,0.1,OECD DAC Creditor Reporting System (CRS)
Korea,2010,1253.71,0.12,OECD DAC Creditor Reporting System (CRS)
Korea,2011,1338.68,0.12,OECD DAC Creditor Reporting System (CRS)
Korea,2012,1621.31,0.14,OECD DAC Creditor Reporting System (CRS)
Korea,2013,1714.62,0.13,OECD DAC Creditor Reporting System (CRS)
Korea,2014,1729.05,0.13,OECD DAC Creditor Reporting System (CRS)
Korea,2015,1857.06,0.14,OECD DAC Creditor Reporting System (CRS)
Korea,2016,2190.62,0.16,OECD DAC Creditor Reporting System (CRS)
Korea,2017,2046.02,0.14,OECD DAC Creditor Reporting System (CRS)
Korea,2018,2122.57,0.14,OECD DAC Creditor Reporting System (CRS)
Korea,2019,2368.09,0.15,OECD DAC Creditor Reporting System (CRS)
Korea,2020,2156.97,0.14,OECD DAC Creditor Reporting System (CRS)
Korea,2021,2598.68,0.16,OECD DAC Creditor Reporting System (CRS)
Korea,2022,2831.95,0.17,OECD DAC Creditor Reporting System (CRS)
Korea,2023,3160.26,0.17,OECD DAC Creditor Reporting System (CRS)
Lithuania,2001,5.15,,OECD DAC Creditor Reporting System (CRS)
Lithuania,2002,4.42,,OECD DAC Creditor Reporting System (CRS)
Lithuania,2003,4.32,0.01,OECD DAC Creditor Reporting System (CRS)
Lithuania,2004,18.17,0.04,OECD DAC Creditor Reporting System (CRS)
Lithuania,2005,29.04,0.06,OECD DAC Creditor Reporting System (CRS)
Lithuania,2006,43.5,0.08,OECD DAC Creditor Reporting System (CRS)
Lithuania,2007,69.85,0.11,OECD DAC Creditor Reporting System (CRS)
Lithuania,2008,59.78,0.11,OECD DAC Creditor Reporting System (CRS)
Lithuania,2009,49.28,0.11,OECD DAC Creditor Reporting System (CRS)
Lithuania,2010,51.21,0.1,OECD DAC Creditor Reporting System (CRS)
Lithuania,2011,65.09,0.13,OECD DAC Creditor Reporting System (CRS)
Lithuania,2012,69.17,0.13,OECD DAC Creditor Reporting System (CRS)
Lithuania,2013,63.95,0.11,OECD DAC Creditor Reporting System (CRS)
Lithuania,2014,57.32,0.1,OECD DAC Creditor Reporting System (CRS)
Lithuania,2015,72.4,0.12,OECD DAC Creditor Reporting System (CRS)
Lithuania,2016,84.93,0.14,OECD DAC Creditor Reporting System (CRS)
Lithuania,2017,82.83,0.13,OECD DAC Creditor Reporting System (CRS)
Lithuania,2018,83.76,0.12,OECD DAC Creditor Reporting System (CRS)
Lithuania,2019,89.57,0.13,OECD DAC Creditor Reporting System (CRS)
Lithuania,2020,91.89,0.13,OECD DAC Creditor Reporting System (CRS)
Lithuania,2021,99.69,0.14,OECD DAC Creditor Reporting System (CRS)
Lithuania,2022,270.99,0.36,OECD DAC Creditor Reporting System (CRS)
Lithuania,2023,213.42,0.3,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2000,298.21,0.7,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2001,343.99,0.77,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2002,340.39,0.78,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2003,366.95,0.86,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2004,393.52,0.79,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2005,408.36,0.79,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2006,430.77,0.89,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2007,500.62,0.92,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2008,492.36,0.97,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2009,505.21,1.04,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2010,493.16,1.05,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2011,459.7,0.97,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2012,473.17,1.0,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2013,481.16,1.0,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2014,460.17,1.06,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2015,460.57,0.95,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2016,504.61,1.0,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2017,524.45,1.0,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2018,549.68,0.98,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2019,573.7,1.03,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2020,516.47,1.03,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2021,567.66,0.99,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2022,590.82,1.0,OECD DAC Creditor Reporting System (CRS)
Luxembourg,2023,580.31,0.99,OECD DAC Creditor Reporting System (CRS)
Netherlands,2000,6029.28,0.84,OECD DAC Creditor Reporting System (CRS)
Netherlands,2001,6027.92,0.82,OECD DAC Creditor Reporting System (CRS)
Netherlands,2002,5808.63,0.81,OECD DAC Creditor Reporting System (CRS)
Netherlands,2003,5644.7,0.8,OECD DAC Creditor Reporting System (CRS)
Netherlands,2004,5361.86,0.73,OECD DAC Creditor Reporting System (CRS)
Netherlands,2005,6393.78,0.82,OECD DAC Creditor Reporting System (CRS)
Netherlands,2006,6585.04,0.81,OECD DAC Creditor Reporting System (CRS)
Netherlands,2007,6753.72,0.81,OECD DAC Creditor Reporting System (CRS)
Netherlands,2008,7039.7,0.8,OECD DAC Creditor Reporting System (CRS)
Netherlands,2009,6686.16,0.82,OECD DAC Creditor Reporting System (CRS)
Netherlands,2010,6891.51,0.81,OECD DAC Creditor Reporting System (CRS)
Netherlands,2011,6536.79,0.75,OECD DAC Creditor Reporting System (CRS)
Netherlands,2012,6068.66,0.71,OECD DAC Creditor Reporting System (CRS)
Netherlands,2013,5708.16,0.67,OECD DAC Creditor Reporting System (CRS)
Netherlands,2014,5842.21,0.64,OECD DAC Creditor Reporting System (CRS)
Netherlands,2015,7122.13,0.75,OECD DAC Creditor Reporting System (CRS)
Netherlands,2016,6168.57,0.65,OECD DAC Creditor Reporting System (CRS)
Netherlands,2017,5964.4,0.6,OECD DAC Creditor Reporting System (CRS)
Netherlands,2018,6349.62,0.62,OECD DAC Creditor Reporting System (CRS)
Netherlands,2019,6077.71,0.59,OECD DAC Creditor Reporting System (CRS)
Netherlands,2020,5931.58,0.59,OECD DAC Creditor Reporting System (CRS)
Netherlands,2021,5478.76,0.52,OECD DAC Creditor Reporting System (CRS)
Netherlands,2022,7140.55,0.67,OECD DAC Creditor Reporting System (CRS)
Netherlands,2023,7361.15,0.66,OECD DAC Creditor Reporting System (CRS)
New Zealand,2000,277.86,0.25,OECD DAC Creditor Reporting System (CRS)
New Zealand,2001,284.05,0.25,OECD DAC Creditor Reporting System (CRS)
New Zealand,2002,279.64,0.22,OECD DAC Creditor Reporting System (CRS)
New Zealand,2003,298.5,0.23,OECD DAC Creditor Reporting System (CRS)
New Zealand,2004,323.91,0.23,OECD DAC Creditor Reporting System (CRS)
New Zealand,2005,383.31,0.27,OECD DAC Creditor Reporting System (CRS)
New Zealand,2006,383.81,0.27,OECD DAC Creditor Reporting System (CRS)
New Zealand,2007,401.24,0.27,OECD DAC Creditor Reporting System (CRS)
New Zealand,2008,446.7,0.3,OECD DAC Creditor Reporting System (CRS)
New Zealand,2009,435.23,0.28,OECD DAC Creditor Reporting System (CRS)
New Zealand,2010,406.23,0.26,OECD DAC Creditor Reporting System (CRS)
New Zealand,2011,446.63,0.28,OECD DAC Creditor Reporting System (CRS)
New Zealand,2012,462.54,0.28,OECD DAC Creditor Reporting System (CRS)
New Zealand,2013,450.4,0.26,OECD DAC Creditor Reporting System (CRS)
New Zealand,2014,481.67,0.27,OECD DAC Creditor Reporting System (CRS)
New Zealand,2015,498.36,0.27,OECD DAC Creditor Reporting System (CRS)
New Zealand,2016,495.95,0.25,OECD DAC Creditor Reporting System (CRS)
New Zealand,2017,474.01,0.23,OECD DAC Creditor Reporting System (CRS)
New Zealand,2018,593.51,0.28,OECD DAC Creditor Reporting System (CRS)
New Zealand,2019,607.05,0.28,OECD DAC Creditor Reporting System (CRS)
New Zealand,2020,576.32,0.26,OECD DAC Creditor Reporting System (CRS)
New Zealand,2021,664.01,0.28,OECD DAC Creditor Reporting System (CRS)
New Zealand,2022,528.23,0.22,OECD DAC Creditor Reporting System (CRS)
New Zealand,2023,763.91,0.31,OECD DAC Creditor Reporting System (CRS)
Norway,2000,2457.31,0.76,OECD DAC Creditor Reporting System (CRS)
Norway,2001,2630.81,0.8,OECD DAC Creditor Reporting System (CRS)
Norway,2002,2989.36,0.89,OECD DAC Creditor Reporting System (CRS)
Norway,2003,3104.58,0.92,OECD DAC Creditor Reporting System (CRS)
Norway,2004,3003.17,0.87,OECD DAC Creditor Reporting System (CRS)
Norway,2005,3353.89,0.94,OECD DAC Creditor Reporting System (CRS)
Norway,2006,3238.5,0.89,OECD DAC Creditor Reporting System (CRS)
Norway,2007,3638.53,0.95,OECD DAC Creditor Reporting System (CRS)
Norway,2008,3438.5,0.89,OECD DAC Creditor Reporting System (CRS)
Norway,2009,4061.62,1.06,OECD DAC Creditor Reporting System (CRS)
Norway,2010,3953.06,1.05,OECD DAC Creditor Reporting System (CRS)
Norway,2011,3737.94,0.96,OECD DAC Creditor Reporting System (CRS)
Norway,2012,3750.32,0.93,OECD DAC Creditor Reporting System (CRS)
Norway,2013,4340.9,1.07,OECD DAC Creditor Reporting System (CRS)
Norway,2014,4229.92,1.0,OECD DAC Creditor Reporting System (CRS)
Norway,2015,4683.99,1.05,OECD DAC Creditor Reporting System (CRS)
Norway,2016,5077.05,1.12,OECD DAC Creditor Reporting System (CRS)
Norway,2017,4523.23,0.99,OECD DAC Creditor Reporting System (CRS)
Norway,2018,4301.73,0.94,OECD DAC Creditor Reporting System (CRS)
Norway,2019,4722.59,1.03,OECD DAC Creditor Reporting System (CRS)
Norway,2020,5059.77,1.11,OECD DAC Creditor Reporting System (CRS)
Norway,2021,4392.23,0.93,OECD DAC Creditor Reporting System (CRS)
Norway,2022,4237.96,0.86,OECD DAC Creditor Reporting System (CRS)
Norway,2023,5547.97,1.09,OECD DAC Creditor Reporting System (CRS)
Poland,2000,60.63,0.02,OECD DAC Creditor Reporting System (CRS)
Poland,2001,68.04,0.02,OECD DAC Creditor Reporting System (CRS)
Poland,2002,26.61,,OECD DAC Creditor Reporting System (CRS)
Poland,2003,47.96,0.01,OECD DAC Creditor Reporting System (CRS)
Poland,2004,185.82,0.05,OECD DAC Creditor Reporting System (CRS)
Poland,2005,279.2,0.07,OECD DAC Creditor Reporting System (CRS)
Poland,2006,386.03,0.09,OECD DAC Creditor Reporting System (CRS)
Poland,2007,401.56,0.1,OECD DAC Creditor Reporting System (CRS)
Poland,2008,350.41,0.08,OECD DAC Creditor Reporting System (CRS)
Poland,2009,431.87,0.09,OECD DAC Creditor Reporting System (CRS)
Poland,2010,415.77,0.08,OECD DAC Creditor Reporting System (CRS)
Poland,2011,438.15,0.08,OECD DAC Creditor Reporting System (CRS)
Poland,2012,474.56,0.09,OECD DAC Creditor Reporting System (CRS)
Poland,2013,531.94,0.1,OECD DAC Creditor Reporting System (CRS)
Poland,2014,490.02,0.09,OECD DAC Creditor Reporting System (CRS)
Poland,2015,564.42,0.1,OECD DAC Creditor Reporting System (CRS)
Poland,2016,886.32,0.15,OECD DAC Creditor Reporting System (CRS)
Poland,2017,856.5,0.13,OECD DAC Creditor Reporting System (CRS)
Poland,2018,911.38,0.14,OECD DAC Creditor Reporting System (CRS)
Poland,2019,953.09,0.14,OECD DAC Creditor Reporting System (CRS)
Poland,2020,991.06,0.14,OECD DAC Creditor Reporting System (CRS)
Poland,2021,1103.71,0.15,OECD DAC Creditor Reporting System (CRS)
Poland,2022,4107.36,0.53,OECD DAC Creditor Reporting System (CRS)
Poland,2023,2580.38,0.33,OECD DAC Creditor Reporting System (CRS)
Portugal,2000,538.55,0.26,OECD DAC Creditor Reporting System (CRS)
Portugal,2001,530.07,0.25,OECD DAC Creditor Reporting System (CRS)
Portugal,2002,580.93,0.27,OECD DAC Creditor Reporting System (CRS)
Portugal,2003,464.19,0.22,OECD DAC Creditor Reporting System (CRS)
Portugal,2004,1329.9,0.63,OECD DAC Creditor Reporting System (CRS)
Portugal,2005,470.56,0.21,OECD DAC Creditor Reporting System (CRS)
Portugal,2006,474.59,0.21,OECD DAC Creditor Reporting System (CRS)
Portugal,2007,501.73,0.22,OECD DAC Creditor Reporting System (CRS)
Portugal,2008,616.86,0.27,OECD DAC Creditor Reporting System (CRS)
Portugal,2009,522.48,0.23,OECD DAC Creditor Reporting System (CRS)
Portugal,2010,690.89,0.29,OECD DAC Creditor Reporting System (CRS)
Portugal,2011,719.72,0.31,OECD DAC Creditor Reporting System (CRS)
Portugal,2012,641.32,0.28,OECD DAC Creditor Reporting System (CRS)
Portugal,2013,510.55,0.23,OECD DAC Creditor Reporting System (CRS)
Portugal,2014,446.97,0.19,OECD DAC Creditor Reporting System (CRS)
Portugal,2015,375.19,0.16,OECD DAC Creditor Reporting System (CRS)
Portugal,2016,412.09,0.17,OECD DAC Creditor Reporting System (CRS)
Portugal,2017,441.64,0.18,OECD DAC Creditor Reporting System (CRS)
Portugal,2018,447.7,0.18,OECD DAC Creditor Reporting System (CRS)
Portugal,2019,462.45,0.17,OECD DAC Creditor Reporting System (CRS)
Portugal,2020,448.46,0.18,OECD DAC Creditor Reporting System (CRS)
Portugal,2021,471.24,0.18,OECD DAC Creditor Reporting System (CRS)
Portugal,2022,574.98,0.21,OECD DAC Creditor Reporting System (CRS)
Portugal,2023,529.11,0.19,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2000,17.12,0.03,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2001,24.04,0.04,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2002,17.51,0.02,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2003,30.42,0.05,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2004,47.18,0.07,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2005,89.33,,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2006,80.42,0.1,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2007,80.76,0.09,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2008,94.19,0.1,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2009,78.09,0.09,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2010,79.84,0.09,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2011,87.3,0.09,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2012,86.38,0.09,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2013,89.84,0.09,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2014,87.12,0.09,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2015,106.55,0.1,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2016,134.13,0.12,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2017,146.18,0.13,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2018,158.12,0.13,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2019,136.7,0.11,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2020,159.99,0.14,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2021,165.6,0.14,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2022,191.77,0.15,OECD DAC Creditor Reporting System (CRS)
Slovak Republic,2023,175.45,0.14,OECD DAC Creditor Reporting System (CRS)
Slovenia,2005,46.32,0.11,OECD DAC Creditor Reporting System (CRS)
Slovenia,2006,56.98,0.12,OECD DAC Creditor Reporting System (CRS)
Slovenia,2007,61.68,0.12,OECD DAC Creditor Reporting System (CRS)
Slovenia,2008,69.97,0.13,OECD DAC Creditor Reporting System (CRS)
Slovenia,2009,73.86,0.15,OECD DAC Creditor Reporting System (CRS)
Slovenia,2010,64.54,0.13,OECD DAC Creditor Reporting System (CRS)
Slovenia,2011,65.18,0.13,OECD DAC Creditor Reporting System (CRS)
Slovenia,2012,65.34,0.13,OECD DAC Creditor Reporting System (CRS)
Slovenia,2013,65.56,0.13,OECD DAC Creditor Reporting System (CRS)
Slovenia,2014,65.31,0.12,OECD DAC Creditor Reporting System (CRS)
Slovenia,2015,79.53,0.15,OECD DAC Creditor Reporting System (CRS)
Slovenia,2016,101.59,0.19,OECD DAC Creditor Reporting System (CRS)
Slovenia,2017,91.57,0.16,OECD DAC Creditor Reporting System (CRS)
Slovenia,2018,94.37,0.16,OECD DAC Creditor Reporting System (CRS)
Slovenia,2019,102.19,0.17,OECD DAC Creditor Reporting System (CRS)
Slovenia,2020,102.65,0.17,OECD DAC Creditor Reporting System (CRS)
Slovenia,2021,123.37,0.19,OECD DAC Creditor Reporting System (CRS)
Slovenia,2022,189.18,0.29,OECD DAC Creditor Reporting System (CRS)
Slovenia,2023,163.67,0.24,OECD DAC Creditor Reporting System (CRS)
Spain,2000,2254.95,0.22,OECD DAC Creditor Reporting System (CRS)
Spain,2001,3240.41,0.3,OECD DAC Creditor Reporting System (CRS)
Spain,2002,2916.13,0.26,OECD DAC Creditor Reporting System (CRS)
Spain,2003,2680.8,0.23,OECD DAC Creditor Reporting System (CRS)
Spain,2004,2916.03,0.24,OECD DAC Creditor Reporting System (CRS)
Spain,2005,3468.04,0.27,OECD DAC Creditor Reporting System (CRS)
Spain,2006,4172.84,0.32,OECD DAC Creditor Reporting System (CRS)
Spain,2007,4986.21,0.37,OECD DAC Creditor Reporting System (CRS)
Spain,2008,6183.02,0.45,OECD DAC Creditor Reporting System (CRS)
Spain,2009,6131.7,0.46,OECD DAC Creditor Reporting System (CRS)
Spain,2010,5816.44,0.43,OECD DAC Creditor Reporting System (CRS)
Spain,2011,3887.12,0.29,OECD DAC Creditor Reporting System (CRS)
Spain,2012,2055.21,0.16,OECD DAC Creditor Reporting System (CRS)
Spain,2013,2284.11,0.17,OECD DAC Creditor Reporting System (CRS)
Spain,2014,1831.0,0.13,OECD DAC Creditor Reporting System (CRS)
Spain,2015,1621.0,0.12,OECD DAC Creditor Reporting System (CRS)
Spain,2016,4901.28,0.34,OECD DAC Creditor Reporting System (CRS)
Spain,2017,2877.16,0.19,OECD DAC Creditor Reporting System (CRS)
Spain,2018,3064.11,0.2,OECD DAC Creditor Reporting System (CRS)
Spain,2019,3242.99,0.21,OECD DAC Creditor Reporting System (CRS)
Spain,2020,3196.38,0.23,OECD DAC Creditor Reporting System (CRS)
Spain,2021,3658.29,0.26,OECD DAC Creditor Reporting System (CRS)
Spain,2022,4637.5,0.3,OECD DAC Creditor Reporting System (CRS)
Spain,2023,3879.84,0.24,OECD DAC Creditor Reporting System (CRS)
Sweden,2000,2529.98,0.8,OECD DAC Creditor Reporting System (CRS)
Sweden,2001,2580.54,0.77,OECD DAC Creditor Reporting System (CRS)
Sweden,2002,2886.16,0.84,OECD DAC Creditor Reporting System (CRS)
Sweden,2003,2814.24,0.79,OECD DAC Creditor Reporting System (CRS)
Sweden,2004,2889.15,0.78,OECD DAC Creditor Reporting System (CRS)
Sweden,2005,3605.09,0.94,OECD DAC Creditor Reporting System (CRS)
Sweden,2006,4114.9,1.02,OECD DAC Creditor Reporting System (CRS)
Sweden,2007,4025.18,0.93,OECD DAC Creditor Reporting System (CRS)
Sweden,2008,4201.97,0.98,OECD DAC Creditor Reporting System (CRS)
Sweden,2009,4509.38,1.12,OECD DAC Creditor Reporting System (CRS)
Sweden,2010,4199.12,0.97,OECD DAC Creditor Reporting System (CRS)
Sweden,2011,4626.1,1.02,OECD DAC Creditor Reporting System (CRS)
Sweden,2012,4470.84,0.97,OECD DAC Creditor Reporting System (CRS)
Sweden,2013,4739.53,1.01,OECD DAC Creditor Reporting System (CRS)
Sweden,2014,5249.31,1.09,OECD DAC Creditor Reporting System (CRS)
Sweden,2015,7180.8,1.4,OECD DAC Creditor Reporting System (CRS)
Sweden,2016,4953.56,0.94,OECD DAC Creditor Reporting System (CRS)
Sweden,2017,5510.79,1.02,OECD DAC Creditor Reporting System (CRS)
Sweden,2018,5903.77,1.07,OECD DAC Creditor Reporting System (CRS)
Sweden,2019,5434.7,0.96,OECD DAC Creditor Reporting System (CRS)
Sweden,2020,6327.49,1.14,OECD DAC Creditor Reporting System (CRS)
Sweden,2021,5367.23,0.91,OECD DAC Creditor Reporting System (CRS)
Sweden,2022,5491.65,0.89,OECD DAC Creditor Reporting System (CRS)
Sweden,2023,5621.87,0.93,OECD DAC Creditor Reporting System (CRS)
Switzerland,2000,1878.53,0.32,OECD DAC Creditor Reporting System (CRS)
Switzerland,2001,1896.78,0.33,OECD DAC Creditor Reporting System (CRS)
Switzerland,2002,1813.77,0.32,OECD DAC Creditor Reporting System (CRS)
Switzerland,2003,2143.7,0.36,OECD DAC Creditor Reporting System (CRS)
Switzerland,2004,2348.43,0.39,OECD DAC Creditor Reporting System (CRS)
Switzerland,2005,2674.57,0.42,OECD DAC Creditor Reporting System (CRS)
Switzerland,2006,2447.85,0.38,OECD DAC Creditor Reporting System (CRS)
Switzerland,2007,2342.6,0.37,OECD DAC Creditor Reporting System (CRS)
Switzerland,2008,2551.66,0.42,OECD DAC Creditor Reporting System (CRS)
Switzerland,2009,2846.47,0.44,OECD DAC Creditor Reporting System (CRS)
Switzerland,2010,2717.84,0.39,OECD DAC Creditor Reporting System (CRS)
Switzerland,2011,3068.23,0.46,OECD DAC Creditor Reporting System (CRS)
Switzerland,2012,3241.42,0.47,OECD DAC Creditor Reporting System (CRS)
Switzerland,2013,3363.08,0.46,OECD DAC Creditor Reporting System (CRS)
Switzerland,2014,3677.26,0.49,OECD DAC Creditor Reporting System (CRS)
Switzerland,2015,3924.81,0.51,OECD DAC Creditor Reporting System (CRS)
Switzerland,2016,4103.13,0.53,OECD DAC Creditor Reporting System (CRS)
Switzerland,2017,3616.05,0.45,OECD DAC Creditor Reporting System (CRS)
Switzerland,2018,3511.51,0.44,OECD DAC Creditor Reporting System (CRS)
Switzerland,2019,3570.26,0.44,OECD DAC Creditor Reporting System (CRS)
Switzerland,2020,3906.56,0.49,OECD DAC Creditor Reporting System (CRS)
Switzerland,2021,4124.38,0.5,OECD DAC Creditor Reporting System (CRS)
Switzerland,2022,4829.98,0.56,OECD DAC Creditor Reporting System (CRS)
Switzerland,2023,5219.15,0.6,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2000,6446.99,0.32,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2001,6771.68,0.32,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2002,6871.23,0.31,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2003,7833.1,0.34,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2004,8586.38,0.36,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2005,11458.61,0.47,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2006,12737.14,0.51,OECD DAC Creditor Reporting System (CRS)
